id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1569191,1407184,2023-03-06T01:51:54Z,2023-03-06T01:51:54Z,"<p>Sorry, forgot to mention that I reported the issue before, but the discussion went nowhere. <a href=""https://support.mozilla.org/en-US/questions/1371002"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1371002</a> Someone else also reported it, but no solution came out of that either, but was put off to a later solution. <a href=""https://support.mozilla.org/en-US/questions/1347989"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1347989</a> </p><p>If a solution is planned in Thunderbird, I'd be interested to know when it comes. </p>",Thunderbirdnoob,False,0,0
1569219,1407188,2023-03-06T05:47:28Z,2023-03-06T05:47:28Z,"<p>Se stai usando una versione recente, al posto di Opzioni nel menù trovi la voce Impostazioni </p>",'@next,False,0,0
1569221,1407196,2023-03-06T05:55:08Z,2023-03-06T05:55:08Z,"<p>Non sono a conoscenza di metodi per revocare l'autorizzazione. Tuttavia è una impostazione che vale solo per quel singolo messaggio. </p><p>Per quanto riguarda la seconda richiesta, puoi proporre la tua idea qui <a href=""https://connect.mozilla.org/t5/ideas/idb-p/ideas"" rel=""nofollow"">https://connect.mozilla.org/t5/ideas/idb-p/ideas</a> </p>",'@next,False,0,0
1569224,1407211,2023-03-06T07:35:06Z,2023-03-06T07:35:06Z,<p>It works okay on my yahoo address though. </p>,,False,0,0
1569225,1407211,2023-03-06T07:38:22Z,2023-03-06T07:38:22Z,"<p>I get message Enter your password for <a href=""mailto:Goodshepherds@pm.me"" rel=""nofollow"">Goodshepherds@pm.me</a> on 127.0.0.1: </p>",,False,0,0
1569227,1407199,2023-03-06T08:01:22Z,2023-03-06T08:01:22Z,"<p>""Options"" is now ""Settings' </p>",davidsk,False,0,0
1569228,1407217,2023-03-06T08:36:45Z,2023-03-06T08:36:45Z,"<p>The email is in the inbox at <a href=""http://gmail.com"" rel=""nofollow"">gmail.com</a> but Thunderbird ignores it and doesn't download message. What gives? When I forward it from the gmail page it doesn't show up in Tunderbird but it shows in the ""sent"" folder. What gives? How do I correct this error? </p>",wexjwefwfkxwefk19335684,False,0,0
1569229,1407217,2023-03-06T08:37:16Z,2023-03-06T08:37:16Z,<p>Read the first reply for correct info. </p>,wexjwefwfkxwefk19335684,False,0,0
1569230,1407220,2023-03-06T08:57:56Z,2023-03-06T08:57:56Z,"<p>You're using a beta version and what you're experiencing may be part of the anticipated new features that will be arriving this summer when version 115 becomes available. For day-to-day use, I recommend using the release version. </p>",davidsk,False,0,0
1569234,1407227,2023-03-06T09:54:35Z,2023-03-06T09:54:35Z,"<p>When you start from New Address Book, Add CardDAV Address Book, then enter your gmail address, don't enter anything in the Location, just click Continue - the Location is autodetected. </p>",sfhowes,False,0,1
1569236,1407227,2023-03-06T09:58:43Z,2023-03-06T09:58:43Z,"<em><p>sfhowes <a href=""#answer-1569234"" rel=""nofollow"">said</a></p></em> <blockquote>When you start from New Address Book, Add CardDAV Address Book, then enter your gmail address, don't enter anything in the Location, just click Continue - the Location is autodetected. </blockquote> <p>Thank you for your response, but the result is the same. </p>",robert.d.hale,False,0,0
1569237,1407232,2023-03-06T10:00:04Z,2023-03-06T10:00:04Z,"<p>The usual method is to establish a network calendar, such as with Google, <a href=""http://outlook.com"" rel=""nofollow"">outlook.com</a> etc., then add the calendar to TB and any other devices or computers, so the calendar is synced across all devices.  TB has built-in CardDAV options (works with Google), and there are add-ons to sync with other providers and ActiveSync calendars. </p>",sfhowes,False,0,0
1569238,1407227,2023-03-06T10:04:18Z,2023-03-06T10:04:18Z,"<p>I tested it before posting my reply, and it worked without error.  Do you have any app, such as a VPN, that could be interfering?  Is the gmail account already in place as a mail account? </p>",sfhowes,False,0,0
1569241,1407232,2023-03-06T10:22:04Z,2023-03-06T10:22:04Z,"<p>Hi Sfhowes, </p><p>Thanks for responding. Since I do not use google or outlook for anything. Is there away for me export my calendar from my home computer and import into my laptop version of Thunderbird?  </p><p>Kind regards, </p>",shamus1,False,0,0
1569242,1407227,2023-03-06T10:23:46Z,2023-03-07T09:49:52Z,"<em><p>sfhowes <a href=""#answer-1569238"" rel=""nofollow"">said</a></p></em> <blockquote>I tested it before posting my reply, and it worked without error.  Do you have any app, such as a VPN, that could be interfering?  Is the gmail account already in place as a mail account? </blockquote> <p>Yes, as I said it worked perfectly on my other computer. </p><p>No VPN or add-ons. The gmail account is in place since years. </p>",robert.d.hale,False,0,0
1569243,1407232,2023-03-06T10:25:02Z,2023-03-06T10:25:02Z,"<p>On the Calendar tab, Events &amp; Tasks, Export..., will save a local calendar as an .ics file.  On the laptop, Events &amp; Tasks, Import..., select the .ics file. </p>",sfhowes,False,0,0
1569276,1407216,2023-03-06T13:08:04Z,2023-03-06T13:08:04Z,<p>SOmething else just noticed is you can't move folders in the folder view. thinking that's just a beta thing </p>,dan31,False,1,0
1569293,1407250,2023-03-06T13:51:10Z,2023-03-06T13:51:10Z,<p>Not sure I understand. There should be a small 'x' in upper right corner that will close it. </p>,davidsk,False,0,0
1569301,1407250,2023-03-06T14:49:52Z,2023-03-06T14:49:52Z,"<p>The only small 'x"" in the upper right hand corner closes the entire program. </p>",calanger,False,0,0
1569320,1407275,2023-03-06T16:27:33Z,2023-03-06T16:27:33Z,"<p>Closed TB, deleted folderCache.json, started TB.  No difference. </p>",,False,0,0
1569356,1407283,2023-03-07T01:39:36Z,2023-03-07T01:42:25Z,"<p>Hello there We have read your message We try to help you. </p><p><br> Oke, Do you mean Mozilla Thunderbird? </p><p>do you use this email account in combination with Thunderbird software? Do you mean the extension? </p><p>Greetings Firefox volunteer. </p>",Googlethunderbird.,False,0,0
1569365,1407283,2023-03-07T02:14:37Z,2023-03-08T06:23:33Z,"<p>Hello there </p><p>Thunderbird keeps asking for passwords. </p><p><br> </p><p>Thunderbird keeps asking for a password when a server is down that should use it. </p><p>Please check your connections with the relevant server you are using, these are configurations. </p><p>After re-offering the server that was down . Will not accept passwords that are entered. </p><p>we will try to remove and or clear it in the next steps. </p><p><em>Tools) Options) Passwords )Saved Passwords ) Show Passwords </em> after that try to restart Thunderbird.<em> </em> </p><p>send us a message after trying. </p><p><br> Greetings Firefox volunteer </p>",Googlethunderbird.,False,0,1
1569379,1407250,2023-03-07T03:54:41Z,2023-03-07T03:54:41Z,<p>Pressing the F11 key should hide it. </p>,davidsk,False,0,0
1569383,1407275,2023-03-07T06:36:06Z,2023-03-07T06:36:06Z,"<p>Uninstalled Thunderbird, deleted the ""Thunderbird"" folder under Users&gt;Ken&gt;Library, downloaded and reinstalled Thunderbird.  Weirdly see the exact same folders. </p>",,False,0,0
1569385,1407250,2023-03-07T07:13:16Z,2023-03-07T07:13:16Z,<p>I got that - what I'm trying to do de-clutter by getting rid of the notification/button in the bottom right hand corner (please see image). Thanks! </p>,calanger,False,0,0
1569403,1407261,2023-03-07T10:47:24Z,2023-03-07T10:47:24Z,"<p>It depends, but there may not be an easy way out. See <a href=""https://support.mozilla.org/en-US/kb/thunderbird-beta#w_how-do-i-change-from-a-beta-version-back-to-a-release-version"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/thunderbird-beta#w_how-do-i-change-from-a-beta-version-back-to-a-release-version</a> </p>",christ1,False,1,0
1569407,1407216,2023-03-07T10:58:44Z,2023-03-07T10:58:44Z,"<p>Yes, those things are currently broken in beta.  Problems with the search results are at the top of the list to be fixed. </p><p><a href=""https://www.thunderbird.net/en-US/thunderbird/111.0beta/releasenotes/"" rel=""nofollow"">https://www.thunderbird.net/en-US/thunderbird/111.0beta/releasenotes/</a> and <a href=""https://start.thunderbird.net/en-US/beta/"" rel=""nofollow"">https://start.thunderbird.net/en-US/beta/</a> are informative.  Plus the beta topicbox group. </p>",wsmwk,False,0,0
1569408,1407264,2023-03-07T10:59:52Z,2023-03-07T10:59:52Z,<p>No crashes? Please check Help &gt; Troubleshooting for crash IDs </p>,wsmwk,False,0,0
1569417,1407302,2023-03-07T11:30:38Z,2023-03-07T11:30:38Z,"<p>You mentioned purchasing a domain name. Did you also sign up for email hosting (that may have been part of your domain purchase)? I suggest your first step should be to log onto your online account to check email to verify that it functions. Then, I suggest you log into your internet host account to confirm email settings for an email client. Please share results and maybe we can give further assistance. </p>",davidsk,False,0,0
1569428,1407250,2023-03-07T11:48:12Z,2023-03-07T11:48:12Z,<p>You can turn off the status bar at view&gt;toolbars&gt;status bar </p>,davidsk,False,0,0
1569434,1407285,2023-03-07T12:26:07Z,2023-03-07T12:26:07Z,"<p>The problem may be exactly as defined: a network issue. This can happen if your network connection is overloaded. You can experiment by changing the max communications in account server settings and the advanced tab, which defaults to 5. </p>",davidsk,False,0,1
1569435,1407264,2023-03-07T12:30:44Z,2023-03-07T12:30:44Z,"<p>Thunderbird locked up but didn't ""crash"". </p>",careysb,False,0,0
1569436,1407272,2023-03-07T12:32:12Z,2023-03-07T12:32:12Z,"<p>This looks like embedded image to me, not remote. Seeing just the HTML would have been preferred. </p>",davidsk,False,0,0
1569437,1407258,2023-03-07T12:34:13Z,2023-03-07T12:34:13Z,"<p>That isn't necessarily a problem. Possibly the email is undeliverable. You chose to provide no information, so that's the best advice I can give. </p>",davidsk,False,0,0
1569438,1407253,2023-03-07T12:35:45Z,2023-03-07T12:35:45Z,<p>Are we to guess that the error message says that it's an incorrect password? </p>,davidsk,False,0,0
1569439,1407275,2023-03-07T12:42:21Z,2023-03-07T12:43:24Z,"<p>I noticed that I could create new folders in Thunderbird and they'd appear within the browser access to email.  So I: </p> <ul><li> I user the browser interface to Apple mail to rename all the folders to append ""-old"" on the end  </li><li> created all the same folders in Thunderbird  </li><li> used the browser interface to move the mail from each -old folder to the new one </li><li> used the browser interface to delete all the empty -old folders </li></ul> <p>I then had all the folders and all the mail accessible within Thunderbird. </p><p>Then I added in my old Gmail account thinking I'll monitor the Trash and make sure everyone gets my updated emails address AND ALL THE FOLDERS I JUST CREATED IN THUNDERBIRD DISAPPEARED. </p><p>So... Something about adding a Google email account to Thunderbird screws the folder structure for the Apple email account. </p><p>And by-the-way, Outlook works but doesn't have access to MacOS distribution lists for some reason (although the folders appear properly).  So... what's more important, folders or distribution lists?  For me, probably folders so it's looking like I'm about to be a _former_ Thunderbird user. </p>",,False,1,0
1569446,1407285,2023-03-07T13:59:52Z,2023-03-07T13:59:52Z,"<p>Thanks for taking the time to try to help, but your suggestion was of NO HELP whatsoever. I reset the max number to 10, and still have the same issue. Also, on an older laptop, the max number shows the default of 5 and I don't have the issue at all for the same email address. </p>",jayp1966,False,0,0
1569449,1407285,2023-03-07T14:18:40Z,2023-03-07T14:18:40Z,"<p>As I mentioned, the problem may be completely out of your hands, a network overload. To alleviate it, my suggestion was to REDUCE the number of connections to see if that had any impact. You seem displeased with my response, but I was stating reality. That error I sometimes get and it is usually soon resolved. </p>",davidsk,False,0,1
1569451,1407285,2023-03-07T14:33:18Z,2023-03-07T14:33:18Z,"<p>OK David, I misunderstood, thinking you meant INCREASE the max number of server connex. I went back and REDUCED the number from the default of 5 to 3 and still the same issue. Also, it's not downloading any new messages from my server  (which is part of my own domain). On the Inbox tab, the little 'working on it' indicator just keeps endlessly swimming back &amp; forth.  So again, thanks for your time &amp; efforts to help me overcome this issue. I am hacked that all of a sudden, after working perfectly for at least 2 years, this issue has suddenly popped up and won't go away. </p>",jayp1966,False,0,0
1569493,1407264,2023-03-08T00:19:11Z,2023-03-08T00:19:11Z,"<p>Disable Windows indexing for your Thunderbird data. If Thunderbird memory usage is more than expected by hundreds of megabytes (MB), then perhaps one or more folders (internally a database) are not being closed, or some other bug. </p><p>Regards, Will </p>",willjoe24421,False,0,0
1569494,1407224,2023-03-08T00:20:59Z,2023-03-08T00:20:59Z,"<p>When you create a filter ""Apply filter where"" defaults to ""Checking Mail or Manually Run"". That means the filter will be run automatically when Thunderbird checks for new mail in the inbox for that account, and if you manually run the filter using Tools -&gt; Run Filters on Folder or Tools -&gt; Run Filters on Message </p><p>Regards, Will </p>",willjoe24421,False,0,0
1569496,1407217,2023-03-08T00:22:46Z,2023-03-08T00:22:46Z,"<p>Select a message from a sender you wish to block: Right-clickPress and hold the Ctrl key, click on the sender's address, and choose to Create Filter From. This will open the Filter rules window with the email address already inserted into the filter. Name the filter. ... Click OK to save the filter. </p><p>Regards, Will </p>",willjoe24421,False,0,0
1569532,1407264,2023-03-08T07:22:05Z,2023-03-08T07:22:05Z,"<p>See <a href=""https://wiki.mozilla.org/Thunderbird:Testing:Memory_Usage_Problems"" rel=""nofollow"">https://wiki.mozilla.org/Thunderbird:Testing:Memory_Usage_Problems</a> for ideas </p>",wsmwk,False,0,0
1569547,1407275,2023-03-08T10:29:14Z,2023-03-08T10:29:14Z,"<p>I have a somewhat similar problem. I auto-updated to the newest version of Thunderbird and all of the folders associated with my <a href=""http://me.com"" rel=""nofollow"">me.com</a> (icloud) email vanished. I too have tried the logical steps to get them to restore with no luck. Any help from the community would be much appreciated! </p>",david.lasky,False,0,0
1569562,1407261,2023-03-08T12:42:22Z,2023-03-08T12:42:22Z,"<p>Thanks for the link. I was also wondering and maybe you might have a thought about it, if I go to a laptop I use when I'm out of town (it currently has beta version 103.0b4 (64-bit) on it. That version of beta was much more stable and usable. Could I use profile being used by it (copy and paste it to my desktop)? Would that take me back to that version or maybe even be usable with the current non-beta version online? Any thoughts or suggestions would be appreciated.  Thanks </p>",phwardjr,False,0,0
1569576,1407250,2023-03-08T14:30:32Z,2023-03-08T14:30:32Z,"<p>I don't want to get rid of the entire status bar, just the Today Pane button that I never use. </p>",calanger,False,0,0
1569596,1407250,2023-03-08T16:36:48Z,2023-03-08T16:36:48Z,"<p>If you don't use any calendar functions: <a href=""https://support.mozilla.org/en-US/questions/1311070"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1311070</a> </p><p>If you use calendars, and just want to remove Today Pane from the Status Bar, there is a userChrome.css method: </p> <pre>#calendar-show-todaypane-panel[id=""calendar-show-todaypane-panel""] {      display: none;    }</pre> <p><a href=""https://support.cdn.mozilla.net/en-US/questions/1304629#answer-1375687"" rel=""nofollow"">https://support.cdn.mozilla.net/en-US/questions/1304629#answer-1375687</a> </p><p>Tested and working in TB 102. </p><p>Help/Troubleshooting, Profile Folder, Open Folder, close TB, create a new folder named chrome, create a new document in chrome with a text editor, name it userChrome.css, Save as type: All files *.*, copy in the above code.  Double-click <em>toolkit.legacyUserProfileCustomizations.stylesheets</em> to true in Settings/General/Config. editor, restart TB. </p>",sfhowes,False,0,0
1569601,1407250,2023-03-08T16:51:14Z,2023-03-08T16:51:14Z,"<p>Thanks for getting back to me. Tried this, both as its own userChrome.css (named userChrome.noTodayPane.css), and as additional lines in an existing, working one, no difference. </p>",calanger,False,0,0
1569626,1407250,2023-03-08T19:18:11Z,2023-03-08T19:19:34Z,"<p>The file must be named userChrome.css.  Try it with just the posted code, and check that the css file is in the active profile. </p><p><a href=""https://www.userchrome.org/download-userchrome-css.html"" rel=""nofollow"">Generate Downloadable userChrome.css File</a> </p>",sfhowes,False,0,0
1569662,1407192,2023-03-09T01:30:41Z,2023-03-09T01:30:41Z,"<p>I found a duplicate post about this, seems to be a UI/UX bug. <a href=""https://support.mozilla.org/gl/questions/1391269#answer-1537760"" rel=""nofollow"">https://support.mozilla.org/gl/questions/1391269#answer-1537760</a> </p>",,False,0,0
1569708,1407250,2023-03-09T07:43:53Z,2023-03-09T07:43:53Z,"<p>That works, but only if that's the ONLY code in userChrome.css. I also have the need for the following that reduces the line spacing in the message list: </p><p>/* Reduce line height in message list */ </p> <ol><li>threadTree treechildren::-moz-tree-row{ </li></ol> <pre> min-height: 18px !important; </pre> <p><br> How do I incorporate both this and your code in one userChrome.css? </p><p>Thanks! </p>",calanger,False,0,0
1569709,1407250,2023-03-09T07:45:05Z,2023-03-09T07:45:05Z,"<p>P.S. the ""1."" at the beginning should be a # sign </p>",calanger,False,0,0
1569727,1407250,2023-03-09T10:04:22Z,2023-03-09T10:04:22Z,<p>The Today Pane button code works here in a css file with many other entries.  Try this to adjust the Threads Pane spacing: </p> <pre>/* threads pane spacing*/ #threadTree treechildren::-moz-tree-row { height: 18px !important; min-height: 0px !important; }</pre>,sfhowes,False,0,0
1569735,1407250,2023-03-09T11:06:55Z,2023-03-09T11:06:55Z,"<p>Excellent - thanks!  I was missing a ""}"" after the end of the line spacing code. </p>",calanger,False,0,0
1569741,1407261,2023-03-09T11:44:29Z,2023-03-09T11:44:29Z,"<p>The simplest choice is to revert to a beta version prior to 111.0b1.   </p><p>Such information was posted in <a href=""https://thunderbird.topicbox.com/groups/beta/T42a262a7517a11c6-Md351bb465a131ad41fb4d1b2"" rel=""nofollow"">https://thunderbird.topicbox.com/groups/beta/T42a262a7517a11c6-Md351bb465a131ad41fb4d1b2</a>  You could use also use <a href=""http://ftp.mozilla.org/pub/thunderbird/releases/110.0b4/"" rel=""nofollow"">http://ftp.mozilla.org/pub/thunderbird/releases/110.0b4/</a>   Because there are no migration considerations between 111 and older 110 or 109, you can use the following switch on your command line when starting Thunderbird with your *current* thunderbird profile </p><pre>   --allow-downgrade </pre> <p>p.s. I would advise you to update your 103 beta to something newer. </p>",wsmwk,False,1,0
1569742,1407261,2023-03-09T11:50:31Z,2023-03-09T11:50:31Z,"<p>If you want to stop using beta completely, that is also possible.  There should be no migration issues when going from the *current* beta 111 to version 102.  Use the following switches on your first startup of version 102 to pick the beta profile  </p><pre>  -P --allow-downgrade </pre>",wsmwk,False,0,0
1569931,1407250,2023-03-10T15:09:17Z,2023-03-10T15:09:17Z,<p>Just curious.  Does that work in Beta? </p>,MattAuSupport,False,0,0
1569935,1407285,2023-03-10T15:17:39Z,2023-03-10T15:17:39Z,"<p>Have you tried without your anti virus scanning the encrypted connection (I assume it is encrypted) or scanning mail.  That appears to be the most common cause of issues with both sending and receiving.  When the AV works like a slug, it emulates network saturation anyway as things start timing out. </p>",MattAuSupport,False,0,0
1569936,1407250,2023-03-10T15:17:49Z,2023-03-10T15:17:49Z,"<em><p>Matt <a href=""#answer-1569931"" rel=""nofollow"">said</a></p></em> <blockquote>Just curious.  Does that work in Beta? </blockquote> <p>Today Pane code works in 111.0b3. </p>",sfhowes,False,0,0
1569942,1407286,2023-03-10T15:22:59Z,2023-03-10T15:22:59Z,"<p>Duplicated here <a href=""https://support.mozilla.org/en-US/questions/1407285"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1407285</a> </p>",MattAuSupport,False,0,0
1569944,1407267,2023-03-10T15:25:01Z,2023-03-10T15:25:01Z,"<p>well if I click reply,  or select the recipient in the address book and click write I get the to autofilled.  If I start typing in the to it offers a selection of possibles to select from. </p>",MattAuSupport,False,0,0
1570021,1407267,2023-03-11T07:38:36Z,2023-03-11T07:38:55Z,"<p>Hey Matt, yeah I'm asking about clicking Write to start a new email. When I clicked in that box there used to be a few address options, now nothing and I have to type the whole email address. </p>",JoeFromSD,False,0,0
1570112,1407267,2023-03-11T17:29:59Z,2023-03-11T17:29:59Z,<p>Have you tried the address pane/ Contacts sidebar in the write window.  F9 toggles it on and off </p>,MattAuSupport,False,0,0
1570218,1407275,2023-03-12T10:39:32Z,2023-03-12T10:39:32Z,"<p>Update:  This appears to be some weirdness with iCloud email.  I downloaded and installed Outlook then added my iCloud email account.  While most of the folders are loaded, there are several that do not.  Using the Apple ""Mail"" application, all folders appear normally however given the many shortcomings of Mail, I think I'll be reevaluating my selection of iCloud for email services. </p><p>So... not really a problem with Thunderbird. </p><p>I hope this helps others in the same situation. </p><p>Ken </p>",,False,0,0
1570222,1407288,2023-03-12T10:53:20Z,2023-03-12T10:53:20Z,"<p><em>re :After entering my password Thunderbird continues to ask this question and so of course will not let me in on my laptop or my mobile.</em> </p><p>Thunderbird will only be on the laptop, so if you have a problem using Thunderbird on laptop and also the phone then it's not just a Thunderbird issue. You also have a problem with whatever app is on phone. </p><p><em>re :I can get into my emails for [email]@bigpond.com through the Telstra webmail which is not very convenient and doesn't seem to allow me to to see all the files I have on the Thunderbird app.</em> </p><p>Imap accounts can only display whatever is on server, so they would match. But you would not see any emails you moved off the server and put into the 'Local Folder' mail account. </p><p><em>re :I can get into my emails for [email]@bigpond.com through the Telstra webmail</em> </p><p>Good because if you know the password to logon to webmail at least you know the correct password. That would be the same password you use in Thunderbird. </p><p>Can we assume you were previously using the imap account and using the <a href=""http://imap.telstra.com"" rel=""nofollow"">imap.telstra.com</a>  server settings? In other words did it work perfectly ok for ages ? Did this occur after you changed any server settings ? Did this occur immediately after a Thunderbird update ? </p><p>Check your Firewall to see if Thunderbird is being allowed access to the internet so that the ports are not being blocked. </p> <ul><li> Exit Thunderbird </li><li> Access Firewall </li><li> The Thunderbird thunderbird.exe file must be set up as an allowed program. </li><li> The  Thunderbird updater.exe file must be set up as an allowed program. </li></ul> <p>Confirm Thunderbird is set up as an allowed program. </p><p>What OS are you using ? What version of Thunderbird are you using? What server settings are you using - post the following info. </p> <ul><li> In Thunderbird </li><li> Menu app icon &gt; Help &gt; More Troubleshooting Information </li><li> Scroll down to 'Mail and News Accounts' section </li><li> Copy all the data and pase it into this forum questio or better still post a jpg image which shows that information. </li></ul>",Toad-Hall,False,0,0
1570232,1407275,2023-03-12T12:02:41Z,2023-03-12T12:02:41Z,<p>Just a reminder: You didn't mention whether you had checked to see if the account was subscribed to the folders. That is sometimes the reason that folders don't appear. </p>,davidsk,False,1,0
1570233,1407275,2023-03-12T12:12:29Z,2023-03-12T12:12:29Z,"<p>OMG, I think you found the problem.  I had user Thunderbird to created the folders within iCloud and could see them all.  Then, after I added my gmail account to Thunderbird, all the folders disappeared.  There's something about the process of adding the gmail account that unsubscribed Thunderbird from all the folders.  I can't believe how many hours I've spent on this and the answer was so simple. Thank you, thank you, thank you. Ken </p>",,False,0,0
1570234,1407275,2023-03-12T12:13:58Z,2023-03-12T12:13:58Z,<p>You're most welcome. </p>,davidsk,False,0,0
1580441,1407216,2023-05-13T17:04:06Z,2023-05-13T17:04:06Z,"<p>viking, should be all better now, right? </p>",wsmwk,False,1,1
1580725,1407216,2023-05-15T06:17:26Z,2023-05-15T06:17:26Z,"<p>No this is still not working, i'm updated to the latest beta 114.0b1 just now and the search window doesn't allow you to select multiple and move them into a folder...it just picks the one your mouse drags instead of all the selected items. </p><p>The other problem of not moving folders has been fixed though; i can move folders again :) </p>",dan31,False,0,0
1580727,1407216,2023-05-15T06:21:06Z,2023-05-15T06:21:06Z,"<p>Note though selecting multiple items in the list view does work again, it's just in that search window that the problem is still there. So the functionality is there just needs to be applied to the search window...i'm sure there working on it but we all know how much crap there is to fix in betas :)...whole reason for them right :) </p>",dan31,False,0,0
1790198,1407288,2025-12-30T21:38:13.672886Z,2025-12-30T21:38:13.672891Z,"<p>This question has been locked because the original author has deleted their account. While you can no longer post new replies, the existing content remains available for reference. </p>",,False,0,0
1790666,1407192,2026-01-01T19:21:06.739450Z,2026-01-01T19:21:06.739457Z,"<p>This question has been locked because the original author has deleted their account. While you can no longer post new replies, the existing content remains available for reference. </p>",,False,0,0
1791028,1407211,2026-01-03T10:58:01.864509Z,2026-01-03T10:58:01.864516Z,"<p>This question has been locked because the original author has deleted their account. While you can no longer post new replies, the existing content remains available for reference. </p>",,False,0,0
1792949,1407275,2026-01-10T18:43:58.407885Z,2026-01-10T18:43:58.407891Z,"<p>This question has been locked because the original author has deleted their account. While you can no longer post new replies, the existing content remains available for reference. </p>",,False,0,0
